"Paul Goldschmidt_ARI","Charlie Blackmon_COL","AJ Pollock_ARI","Bryce Harper_WAS","Nolan Arenado_COL","Mike Trout_LAA","Jake Lamb_ARI","Kris Bryant_CHC","Ian Desmond_COL","Anthony Rizzo_CHC","Trea Turner_WAS","Manny Machado_BAL","Joey Votto_CIN","DJ LeMahieu_COL","Jose Abreu_CWS","Jose Altuve_HOU","Carlos Correa_HOU","Carlos Gonzalez_COL","Yasmany Tomas_ARI","David Peralta_ARI","Freddie Freeman_ATL","Gary Sanchez_NYY","Mark Trumbo_BAL","Eric Thames_MIL","Miguel Cabrera_DET","Daniel Murphy_WAS","Trevor Story_COL","Mark Reynolds_COL","Chris Owings_ARI","Aaron Judge_NYY","Melky Cabrera_CWS","Ryan Braun_MIL","Hunter Pence_SF","David Dahl_COL","Brandon Drury_ARI","Wil Myers_SD","Kyle Schwarber_CHC","Adam Jones_BAL","Andrew McCutchen_PIT","Ryan Zimmerman_WAS","Corey Seager_LAD","JD Martinez_DET","George Springer_HOU","Giancarlo Stanton_MIA","Yoenis Cespedes_NYM","Robinson Cano_SEA","Jean Segura_SEA","Buster Posey_SF","Brandon Belt_SF","Adam Duvall_CIN","Ben Zobrist_CHC","Todd Frazier_CWS","Chris Davis_BAL","Ian Kinsler_DET","Nelson Cruz_SEA","Eduardo Nunez_SF","Billy Hamilton_CIN","Gerardo Parra_COL","Tim Anderson_CWS","Jonathan Villar_MIL","Maikel Franco_PHI","Adam Eaton_WAS","Starling Marte_PIT","Justin Upton_DET","Christian Yelich_MIA","Jay Bruce_NYM","Joe Panik_SF","Anthony Rendon_WAS","Matt Kemp_ATL","Matt Holliday_NYY","Tyler Saladino_CWS","Gregory Polanco_PIT","Jose Reyes_NYM","Dee Gordon_MIA","Brandon Crawford_SF","Jose Peraza_CIN","Chris Herrmann_ARI","Dexter Fowler_STL","Javier Baez_CHC","Jonathan Schoop_BAL","Welington Castillo_BAL","Avisail Garcia_CWS","Khris Davis_OAK","Albert Pujols_LAA","Alex Bregman_HOU","Kyle Seager_SEA","Shin-Soo Choo_TEX","Rougned Odor_TEX","Denard Span_SF","Scott Schebler_CIN","Phillip Ervin_CIN","Stephen Cardullo_COL","Raimel Tapia_COL","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Justin Turner_LAD","Matt Carpenter_STL","Brett Gardner_NYY","Willson Contreras_CHC","Addison Russell_CHC","Seth Smith_BAL","Evan Gattis_HOU","Carlos Beltran_HOU","Adrian Beltre_TEX","Eugenio Suarez_CIN","Tommy Joseph_PHI","Dustin Garneau_COL","Logan Forsythe_LAD","Joc Pederson_LAD","Ender Inciarte_ATL","Jedd Gyorko_STL","Chris Carter_NYY","Jacoby Ellsbury_NYY","Hyun Soo Kim_BAL","Josh Harrison_PIT","Rajai Davis_OAK","Nicholas Castellanos_DET","Curtis Granderson_NYM","David Wright_NYM","Asdrubal Cabrera_NYM","Michael Conforto_NYM","Lucas Duda_NYM","Zack Cozart_CIN","Jarrett Parker_SF","Christian Arroyo_SF","Jayson Werth_WAS","Michael Saunders_PHI","Tom Murphy_COL","Ryan Schimpf_SD","Stephen Piscotty_STL","Aledmys Diaz_STL","Chase Headley_NYY","Trey Mancini_BAL","Keon Broxton_MIL","Travis Shaw_MIL","Victor Martinez_DET","Kole Calhoun_LAA","Neil Walker_NYM","Mike Napoli_TEX","Carlos Gomez_TEX","Mitch Haniger_SEA","Scooter Gennett_CIN","Nick Hundley_SF","Arismendy Alcantara_CIN","Odubel Herrera_PHI","Michael Taylor_WAS","Aaron Altherr_PHI","Chris Iannetta_ARI","Yangervis Solarte_SD","Nick Markakis_ATL","Dansby Swanson_ATL","Jason Heyward_CHC","Starlin Castro_NYY","Didi Gregorius_NYY","Craig Gentry_BAL","Matt Davidson_CWS","Charlie Tilson_CWS","Domingo Santana_MIL","Alen Hanson_PIT","Trevor Plouffe_OAK","Cameron Maybin_LAA","Norichika Aoki_HOU","Josh Reddick_HOU","Marwin Gonzalez_HOU","Marcell Ozuna_MIA","Elvis Andrus_TEX","Mac Williamson_SF","Howie Kendrick_PHI","Freddy Galvis_PHI","Cesar Hernandez_PHI","Pat Valaika_COL","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Manuel Margot_SD","Brandon Phillips_ATL","Greg Bird_NYY","Albert Almora_CHC","JJ Hardy_BAL","Marcus Semien_OAK","Ryon Healy_OAK","Brian McCann_HOU","CJ Cron_LAA","JT Realmuto_MIA","Jonathan Lucroy_TEX","Danny Valencia_SEA","Nomar Mazara_TEX","Kelby Tomlinson_SF","Rhys Hoskins_PHI","Daniel Descalso_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Randal Grichuk_STL","Adonis Garcia_ATL","Miguel Montero_CHC","Jon Jay_CHC","Joey Rickard_BAL","Hernan Perez_MIL","Josh Bell_PIT","Stephen Vogt_OAK","Alex Avila_DET","Luis Valbuena_LAA","Jefry Marte_LAA","Yuli Gurriel_HOU","Martin Prado_MIA","Leonys Martin_SEA","Taylor Motter_SEA","Joey Gallo_TEX","Jesse Winker_CIN","Adam Lind_WAS","Matt Wieters_WAS","Daniel Nava_PHI","Cameron Rupp_PHI","Jeremy Hazelbaker_ARI","Tony Wolters_COL","Nick Ahmed_ARI","Cory Spangenberg_SD","Chris Taylor_LAD","Cody Bellinger_LAD","Andrew Toles_LAD","Rob Refsnyder_NYY","Leury Garcia_CWS","Jacob May_CWS","Francisco Cervelli_PIT","David Freese_PIT","Jordy Mercer_PIT","Orlando Arcia_MIL","Adam Frazier_PIT","Wilmer Flores_NYM","Delino DeShields_TEX","Andrew Knapp_PHI","Trayce Thompson_LAD","Kike Hernandez_LAD","Yadier Molina_STL","Matt Szczur_CHC","Ian Happ_CHC","Cody Asche_CWS","John Jaso_PIT","Danny Ortiz_PIT","Nick Franklin_MIL","Kevin Newman_PIT","Josh Phegley_OAK","Mark Canha_OAK","Yunel Escobar_LAA","Ben Revere_LAA","Justin Bour_MIA","Jarrod Dyson_SEA","Gorkys Hernandez_SF","Socrates Brito_ARI","Ryan Hanigan_COL","Cristhian Adames_COL","Travis Jankowski_SD","Austin Barnes_LAD","Jace Peterson_ATL","Aaron Hicks_NYY","Tommy La Stella_CHC","Austin Romine_NYY","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Jesus Aguilar_MIL","Jose Osuna_PIT","Yonder Alonso_OAK","Derek Fisher_HOU","Andrelton Simmons_LAA","Travis d'Arnaud_NYM","Derek Dietrich_MIA","Mike Zunino_SEA","Ben Gamel_SEA","Jurickson Profar_TEX","Devin Mesoraco_CIN","Conor Gillaspie_SF","Jeff Mathis_ARI","Alexi Amarista_COL","Rob Segedin_LAD","Jhonny Peralta_STL","Tyler Flowers_ATL","Francisco Pena_BAL","Ryan Flaherty_BAL","Yolmer Sanchez_CWS","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Jed Lowrie_OAK","Danny Espinosa_LAA","Brandon Nimmo_NYM","TJ Rivera_NYM","Drew Stubbs_SF","Tucker Barnhart_CIN","Stephen Drew_WAS","Brock Stassi_PHI","Andre Ethier_LAD","Matt Adams_STL","Gleyber Torres_NYY","Caleb Joseph_BAL","Elias Diaz_PIT","Phil Gosselin_PIT","Jake Smolinski_OAK","Ryan LaMarre_OAK","JaCoby Jones_DET","James McCann_DET","Miguel Rojas_MIA","Robinson Chirinos_TEX","Pete Kozma_TEX","Brett Nicholas_TEX","Guillermo Heredia_SEA","Daniel Vogelbach_SEA","Michael Morse_SF","Aaron Hill_SF","Andres Blanco_PHI","Wilmer Difo_WAS","Scott Van Slyke_LAD","Christian Bethancourt_SD","Austin Hedges_SD","Kolten Wong_STL","Micah Johnson_ATL","Kevan Smith_CWS","Manny Pina_MIL","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Bruce Maxwell_OAK","Jake Marisnick_HOU","Juan Lagares_NYM","Destin Hood_MIA","Shawn O'Malley_SEA","Ryan Rua_TEX","Tim Federowicz_SF","Patrick Kivlehan_CIN","Chris Heisey_WAS","Erick Aybar_SD","Rio Ruiz_ATL","Harrison Bader_STL","Ronald Torreyes_NYY","Jett Bandy_MIL","Matt Joyce_OAK","Jose Iglesias_DET","Ichiro Suzuki_MIA","Tyler Moore_MIA","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carlos Ruiz_SEA","Boog Powell_SEA","Luis Sardinas_SD","Allen Cordoba_SD","Jose Martinez_STL","Gift Ngoepe_PIT","Jim Adduci_DET","Adam Rosales_OAK","Adeiny Hechavarria_MIA","Hanser Alberto_TEX","Chris Marrero_SF","Jose Lobaton_WAS","Ty Kelly_PHI","Rafael Bautista_WAS","Jabari Blash_SD","Kurt Suzuki_ATL","Greg Garcia_STL","Kyle Higashioka_NYY","Zack Collins_CWS","AJ Ellis_MIA","Hector Sanchez_SD","Carson Kelly_STL","Eloy Jimenez_CHC","Chris Stewart_PIT","John Bormann_PIT","Chad Pinder_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Rene Rivera_NYM","JT Riddle_MIA","Mike Freeman_SEA","Stuart Turner_CIN","Eric Fryer_STL","Andrew Romine_DET","Jaff Decker_OAK","Carlos Perez_LAA","Tony Kemp_HOU","Brett Eibner_LAD","Emilio Bonifacio_ATL","Anthony Recker_ATL","Tommy Pham_STL","Matt Olson_OAK","Cliff Pennington_LAA","Drew Robinson_TEX","Grant Green_WAS","Luis Torrens_SD","Lane Adams_ATL","Johan Camargo_ATL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64021164021164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.52173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08201058201058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93162393162393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7724867724868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01185770750988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311688311688312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.4291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20526315789474,19.6558441558442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77485380116959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588333333333333,6.2463768115942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0433333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3974358974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.517857142857,0,0,0,0,0,0,0,-12.025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0888888888889,-0.483516483516484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.9181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1978021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.7536231884058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7971014492754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66176470588235,-4.17307692307692,-1.08225108225108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4970760233918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08169934640523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46491228070175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3970588235294,0,0,0,0,0,0,0,0,0,0,0,0,-3.77272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
